univName,major_category,term,year,admit,cgpa,ugCollege,researchExp,industryExp,internExp,TotalPublication,toeflScore,greTotal,greA
University of Texas Dallas,Other Engineering & Related,Fall,2014.0,1,7.88,VIT,0,0,0.0,0,94.0,316.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,6.6,University of Mumbai,0,0,0.0,0,95.0,306.0,3.5
University of Texas Dallas,MIS & Related,Fall,2013.0,1,6.1,MU,0,0,0.0,0,99.0,310.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,9.18,Thiagarajar College of engineering,0,0,0.0,0,94.0,313.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2012.0,1,6.6,K J Somaiya College of Engiineering,0,0,0.0,0,96.0,307.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,6.3,D J Sanghvi,0,0,0.0,0,90.0,301.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,7.1,NIT Surathkal,0,0,0.0,0,103.0,313.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.4,VTU,0,0,0.0,0,98.0,305.0,3.5
University of Texas Dallas,MIS & Related,Fall,,1,7.0,SVCE,0,0,0.0,0,101.0,307.0,3.0
University of Texas Dallas,Computer Science & Related,Spring,2016.0,1,8.3,SNIST,0,15,0.0,0,104.38518463426423,301.0,3.5
University of Texas Dallas,Other Engineering & Related,Fall,2014.0,1,8.48,Amrita School of Engineering,0,24,0.0,2,87.0,308.0,3.0
University of Texas Dallas,MIS & Related,Fall,2013.0,1,7.3,Bangalore University,0,0,0.0,0,92.0,307.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,7.61,School of Engineering and Technology - Jain University Bangalore,0,6,1.0,0,110.0,313.0,4.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,8.5,Madras Institute of Technology,0,0,0.0,0,106.0,312.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2015.0,1,8.51,Madras Institute of Technology,0,0,0.0,0,104.38518463426423,305.0,4.0
University of Texas Dallas,Electrical Engineering & Related,Spring,2013.0,1,7.8,Others,0,0,0.0,0,104.38518463426423,290.0,4.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,8.26,VTU,0,0,0.0,0,109.0,317.0,4.5
University of Texas Dallas,MIS & Related,Fall,2015.0,1,7.93,Kumaun University,0,0,0.0,0,103.0,305.0,3.5
University of Texas Dallas,Computer Science & Related,Spring,2015.0,1,7.46,Lovely Professional Univesity,0,39,6.0,0,92.0,313.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,7.52,NIT Durgapur,0,0,0.0,0,98.0,311.0,4.5
University of Texas Dallas,Computer Science & Related,Fall,2012.0,1,8.16,SSN College of Engineering,0,0,0.0,0,95.0,301.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,0.73,Madras Institute of Technology,0,0,0.0,0,105.0,309.0,3.0
University of Texas Dallas,MIS & Related,Spring,2013.0,1,6.4,University of Mumbai,0,36,0.0,0,91.0,300.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.74,JNTU,0,0,0.0,0,115.0,318.0,4.0
University of Texas Dallas,Computer Science & Related,Spring,2014.0,1,8.58,BITS Pilani,0,0,0.0,0,101.0,321.0,2.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.35,Institute of Technical Education and Research,0,0,0.0,0,100.0,306.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,9.18,West Bengal University Of Technology,0,0,0.0,0,94.0,310.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.45,Pune University,0,0,0.0,0,96.0,311.0,3.0
University of Texas Dallas,Mechanical Engineering & Related,Fall,2014.0,1,6.88,MU,0,27,0.0,0,92.0,311.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2015.0,1,7.2,MU,0,0,2.0,0,105.0,308.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,,1,7.56,University of Pune,0,0,0.0,0,100.0,307.0,4.0
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,6.56,MU,0,37,0.0,0,111.0,316.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2015.0,1,8.06,Walchand College Of Engineering,0,16,0.0,0,113.0,316.0,4.5
University of Texas Dallas,Computer Science & Related,Fall,2015.0,1,7.95,Gujarat Technological University,0,0,0.0,0,103.0,313.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,8.0,SGSITS,0,0,0.0,0,103.0,319.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,8.22,ASE Blr,0,0,0.0,0,111.0,325.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,8.5,St Joseph's College of Engineering,0,0,0.0,0,104.0,313.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,8.7,BVBCET,0,0,0.0,0,104.0,315.0,3.5
University of Texas Dallas,MIS & Related,Spring,2015.0,1,8.12,Shri Shankaracharya College of Engineering and Technology,0,28,0.0,0,105.0,308.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2012.0,1,8.7,NIT Silchar,0,0,0.0,0,107.0,315.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.8,Andhra University,0,0,0.0,0,104.38518463426423,301.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,7.54,YMCA,0,0,0.0,0,100.0,307.0,3.0
University of Texas Dallas,MIS & Related,Spring,2013.0,1,7.4,Osmania University,0,0,0.0,0,94.0,305.0,2.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,8.58,VIT,0,0,0.0,0,108.0,317.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.5,VTU,0,0,0.0,0,101.0,314.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2012.0,1,7.73,NIT Jalandhar,0,0,0.0,0,104.0,320.0,3.5
University of Texas Dallas,Computer Science & Related,Spring,2014.0,1,8.38,VIT University,0,0,0.0,0,96.0,298.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2016.0,1,9.11,Sri Jayachamarajendra College of Engineering,0,24,0.0,0,102.0,307.0,3.5
University of Texas Dallas,Other Engineering & Related,Fall,2012.0,1,7.6,Nagpur University,0,0,0.0,0,110.0,309.0,4.5
University of Texas Dallas,Computer Science & Related,Spring,2014.0,1,7.8,Madras Institute of Technology,0,0,0.0,0,104.0,312.0,3.0
University of Texas Dallas,Computer Science & Related,Spring,2015.0,1,8.82,CEG,0,36,0.0,0,108.0,321.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2015.0,1,7.83,JNTU,0,12,6.0,0,111.0,312.0,3.5
University of Texas Dallas,MIS & Related,Fall,,1,6.98,JNTU,0,0,0.0,0,103.0,311.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,6.53,Fr. Conceicao Rodrigues College of Engineering,0,0,0.0,0,95.0,307.0,3.0
University of Texas Dallas,Computer Science & Related,Spring,2016.0,1,7.95,VTU,0,13,3.0,0,103.0,314.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2012.0,1,7.4,VTU,0,0,0.0,0,105.0,309.0,4.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.0,M N M jain Engineering College,0,0,0.0,0,105.0,310.0,3.0
University of Texas Dallas,Electrical Engineering & Related,Fall,2015.0,1,9.09,NMAM Institute of Technology Nitte,0,40,0.0,0,100.0,307.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,8.31,West Bengal University Of Technology,0,0,0.0,0,109.0,326.0,3.5
University of Texas Dallas,MIS & Related,Fall,2014.0,1,6.1,University of Mumbai,0,0,0.0,0,101.0,312.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2015.0,1,8.7,PESIT,0,24,0.0,0,109.0,321.0,4.0
University of Texas Dallas,MIS & Related,Fall,2014.0,1,7.0,GBTU(UPTU),0,0,0.0,0,92.0,305.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,8.0,The National Institute of Engineering,0,0,0.0,0,94.0,314.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2012.0,1,8.81,BITS Dubai,0,0,0.0,0,112.0,317.0,4.0
University of Texas Dallas,Computer Science & Related,Fall,2016.0,1,8.56,WBUT,0,60,0.0,0,108.0,312.0,2.5
University of Texas Dallas,MIS & Related,Fall,2013.0,1,7.5,VIT Pune,0,0,0.0,0,115.0,316.0,4.0
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,8.0,DA-IICT,0,0,0.0,0,111.0,321.0,3.5
University of Texas Dallas,MIS & Related,Spring,2014.0,1,6.21,JNTU,0,0,0.0,0,95.0,310.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,7.92,Banasthali University,0,0,0.0,0,107.0,309.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2016.0,1,8.75,Pondicherry University,0,0,2.0,0,105.0,320.0,4.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.07,IIT Roorkee,0,0,0.0,0,105.0,320.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.06,Institute of Engineering & Technology DAVV,0,0,0.0,0,90.0,296.0,3.0
University of Texas Dallas,MIS & Related,Fall,2015.0,1,6.9,Guru Gobind Singh Indraprashta University,0,15,2.0,0,99.0,310.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2015.0,1,7.82,Osmania University,0,0,0.0,0,94.0,310.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.5,Punjab Technical University,0,0,0.0,0,99.0,305.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2012.0,1,6.04,MU,0,0,0.0,0,100.0,315.0,3.5
University of Texas Dallas,Electrical Engineering & Related,Fall,2013.0,1,8.13,SASTRA,0,0,0.0,0,8.0,305.0,3.0
University of Texas Dallas,Computer Science & Related,Spring,2015.0,1,8.8,Amrita Vishwa Vidhyapeetham,0,24,3.0,0,109.0,321.0,4.5
University of Texas Dallas,Computer Science & Related,Fall,2015.0,1,8.0,SVCE,6,0,2.0,5,82.0,301.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.35,SIES Graduate School of Technology,0,0,0.0,0,105.0,307.0,3.5
University of Texas Dallas,MIS & Related,Fall,2013.0,1,6.9,Galgotias College Of Engineering And Technology,0,0,0.0,0,105.0,314.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.6,IIIT Allahabad,0,0,0.0,0,108.0,324.0,3.0
University of Texas Dallas,Other Engineering & Related,Fall,2012.0,1,6.3,University of Pune,0,0,0.0,0,105.0,304.0,4.0
University of Texas Dallas,MIS & Related,Fall,2013.0,1,8.74,University of Pune,0,0,0.0,0,104.0,308.0,3.0
University of Texas Dallas,MIS & Related,Spring,2013.0,1,6.78,BNMIT,0,0,0.0,0,92.0,302.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.69,PESIT,0,0,0.0,0,107.0,314.0,4.0
University of Texas Dallas,Computer Science & Related,Fall,2015.0,1,8.22,Sri Ramakrishna Engineering College,0,18,3.0,1,114.0,314.0,4.0
University of Texas Dallas,Industrial Engineering & Related,Fall,2012.0,1,7.47,SASTRA,0,0,0.0,0,99.0,305.0,3.5
University of Texas Dallas,MIS & Related,Fall,2015.0,1,7.2,SRM,0,51,0.0,0,103.0,306.0,3.0
University of Texas Dallas,MIS & Related,Fall,2013.0,1,6.1,MU,0,0,0.0,0,89.0,307.0,3.0
University of Texas Dallas,Electrical Engineering & Related,Fall,,1,9.1,VIT,2,50,0.0,0,97.0,310.0,3.0
University of Texas Dallas,MIS & Related,Fall,2013.0,1,6.01,Vishwakarma Institute of Technology,0,0,0.0,0,104.0,304.0,3.0
University of Texas Dallas,MIS & Related,Fall,2014.0,1,8.72,GGITS,0,0,0.0,0,103.0,311.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,8.0,Jaya Engineering College,0,29,0.0,0,98.0,301.0,4.0
University of Texas Dallas,Computer Science & Related,Fall,2012.0,1,7.9,Jaypee Institute of Information Technology,0,0,0.0,0,103.0,313.0,4.0
University of Texas Dallas,MIS & Related,Fall,2014.0,1,6.36,Bharati Vidyapeeth,0,0,0.0,0,109.0,320.0,4.5
University of Texas Dallas,MIS & Related,Spring,2014.0,1,7.4,PTU,0,0,0.0,0,96.0,303.0,3.0
University of Texas Dallas,Mechanical Engineering & Related,Fall,2015.0,1,8.4,Sri Venkateswara College of Engineering,0,46,0.0,0,107.0,328.0,4.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,6.5,NIT Tirchy,0,0,0.0,0,95.0,311.0,3.0
University of Texas Dallas,Computer Science & Related,Spring,2014.0,1,7.65,GTU,0,0,0.0,0,104.38518463426423,314.0,3.0
University of Texas Dallas,Electrical Engineering & Related,Fall,2013.0,1,9.37,Coimbatore Insitute of Technology,0,0,0.0,0,101.0,313.0,3.5
University of Texas Dallas,MIS & Related,Fall,2014.0,1,7.7,Anna University,0,0,0.0,0,104.38518463426423,159.0,3.0
University of Texas Dallas,MIS & Related,Fall,2014.0,1,7.11,UPTU,0,0,0.0,0,84.0,312.0,2.5
University of Texas Dallas,MIS & Related,Spring,2013.0,1,7.4,JNTU,0,0,0.0,0,92.0,307.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.75,BITS Pilani,0,0,0.0,0,104.38518463426423,320.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,6.54,IIIT Hyderabad,0,0,0.0,0,99.0,317.0,2.5
University of Texas Dallas,Electrical Engineering & Related,Fall,2014.0,1,7.5,VESIT,0,32,1.0,2,102.0,305.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2012.0,1,7.9,Others,0,0,0.0,0,85.0,302.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,8.4,PESIT,0,0,0.0,0,97.0,307.0,2.5
University of Texas Dallas,MIS & Related,Fall,2015.0,1,7.0,Others,0,18,6.0,0,104.38518463426423,307.0,3.5
University of Texas Dallas,MIS & Related,Fall,2012.0,1,6.9,MU,0,0,0.0,0,106.0,307.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.77,University of Pune,0,0,0.0,0,107.0,308.0,4.5
University of Texas Dallas,Electrical Engineering & Related,Fall,2013.0,1,8.58,VIT University,0,0,0.0,0,111.0,320.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,8.4,Osmania University,0,18,0.0,0,106.0,311.0,4.0
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,7.2,Amity University,0,0,0.0,0,103.0,311.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.99,Malnad College Of Engineering,0,0,0.0,0,101.0,304.0,4.0
University of Texas Dallas,Electrical Engineering & Related,Fall,2014.0,1,9.2,SRM,0,0,0.0,0,99.0,311.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,7.5,Institute of Engg. & Tech. Alwar(Rajasthan Technicacl University),0,27,0.0,0,96.0,302.0,3.0
University of Texas Dallas,Computer Science & Related,Spring,2014.0,1,7.63,GGSIPU,0,0,0.0,0,97.0,317.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,9.22,TCE,0,0,0.0,0,114.0,322.0,3.5
University of Texas Dallas,MIS & Related,Fall,2013.0,1,8.3,Madras Institute of Technology,0,0,0.0,0,101.0,313.0,4.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.86,LJ Institue of Engineering and Technology,0,0,0.0,0,102.0,308.0,3.5
University of Texas Dallas,MIS & Related,Fall,2013.0,1,7.62,University of Pune,0,0,0.0,0,92.0,298.0,3.0
University of Texas Dallas,Computer Science & Related,Spring,2013.0,1,6.52,Pune University,0,0,0.0,0,95.0,310.0,3.0
University of Texas Dallas,Computer Science & Related,Spring,2013.0,1,7.32,JNTU,0,0,0.0,0,105.0,301.0,3.5
University of Texas Dallas,MIS & Related,Fall,2014.0,1,8.4,Anna University,0,42,0.0,0,108.0,314.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2012.0,1,7.17,BITS Pilani,0,0,0.0,0,100.0,309.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.97,JNTU,0,0,0.0,0,104.0,309.0,3.0
University of Texas Dallas,MIS & Related,Fall,2014.0,1,8.52,GITAM,0,0,0.0,0,92.0,301.0,2.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,9.0,SASTRA,0,0,0.0,0,98.0,315.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2015.0,1,7.0,Ramrao Adik Institute of Technology,0,17,0.0,0,110.0,310.0,4.5
University of Texas Dallas,Computer Science & Related,Fall,,1,7.1,CBIT,0,0,0.0,0,88.0,308.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,9.22,MSRIT,0,0,0.0,0,107.0,327.0,4.5
University of Texas Dallas,Computer Science & Related,Fall,2015.0,1,8.9,Dr Mahalingam College of Engineering and Technology,0,18,0.0,0,101.0,301.0,3.0
University of Texas Dallas,Computer Science & Related,Spring,2013.0,1,7.85,M.V.S.R Engineering College,0,0,0.0,0,106.0,315.0,3.5
University of Texas Dallas,Electrical Engineering & Related,Fall,2014.0,1,7.98,Lingaya's University,0,0,0.0,0,109.0,317.0,3.0
University of Texas Dallas,Electrical Engineering & Related,Fall,2015.0,1,9.18,SRM,0,1,1.0,0,112.0,320.0,4.0
University of Texas Dallas,Computer Science & Related,Fall,,1,8.3,CBIT,0,0,0.0,0,103.0,313.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,7.6,Anna University,0,0,0.0,0,101.0,308.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2012.0,1,8.29,Coimbatore Insitute of Technology,0,0,0.0,0,90.0,303.0,3.5
University of Texas Dallas,MIS & Related,Fall,2015.0,1,8.15,VIT University,0,0,0.0,0,108.0,310.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2012.0,1,8.0,SRM,0,0,0.0,0,104.38518463426423,300.0,3.0
University of Texas Dallas,Computer Science & Related,Spring,2014.0,1,8.06,SRM,0,0,0.0,0,103.0,307.0,4.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,8.1,VTU,0,0,0.0,0,109.0,303.0,3.5
University of Texas Dallas,Computer Science & Related,Spring,2015.0,1,7.05,Sardar Patel College of Engineering,0,57,0.0,0,114.0,321.0,3.5
University of Texas Dallas,Electrical Engineering & Related,Fall,2015.0,1,8.66,Pune University,0,0,0.0,0,86.0,313.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,8.1,JNTU,0,0,0.0,0,104.38518463426423,307.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,9.19,Malnad College Of Engineering,0,0,0.0,0,94.0,313.0,3.0
University of Texas Dallas,MIS & Related,Fall,2013.0,1,7.2,SASTRA,0,0,0.0,0,96.0,305.0,2.5
University of Texas Dallas,MIS & Related,Fall,2014.0,1,7.6,Velammal Engineering College,0,0,0.0,0,97.0,308.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,9.95,Kerala University,0,0,0.0,0,105.0,317.0,4.0
University of Texas Dallas,Computer Science & Related,Fall,2012.0,1,7.8,VTU,0,0,0.0,0,110.0,304.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,8.4,CBIT,0,0,0.0,0,104.38518463426423,312.0,3.0
University of Texas Dallas,Computer Science & Related,Spring,2016.0,1,8.71,Anna University,0,31,0.0,0,95.0,303.0,3.0
University of Texas Dallas,Computer Science & Related,Spring,2013.0,1,7.1,VTU,0,0,0.0,0,102.0,306.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.78,Lakshmi Narain College of Technology,0,0,0.0,0,105.0,304.0,4.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,8.4,Velammal Engineering College,0,0,0.0,0,95.0,300.0,3.0
University of Texas Dallas,Other Engineering & Related,Fall,2013.0,1,7.6,SASTRA,0,0,0.0,0,85.0,309.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,7.4,BNMIT,0,0,0.0,0,105.0,312.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,8.45,Osmania University,0,0,6.0,0,99.0,315.0,3.5
University of Texas Dallas,Electrical Engineering & Related,Fall,2013.0,1,9.12,BITS Hyderabad,0,0,0.0,0,96.0,310.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,8.7,SRM,0,0,0.0,0,7.0,306.0,3.0
University of Texas Dallas,MIS & Related,Fall,2013.0,1,7.65,NIT Jalandhar,0,0,0.0,0,99.0,313.0,4.0
University of Texas Dallas,Other Engineering & Related,Fall,2013.0,1,7.2,Amrita School of Engineering,0,0,0.0,0,97.0,307.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,0.8,Others,6,0,2.0,0,104.0,313.0,3.0
University of Texas Dallas,Electrical Engineering & Related,Fall,2013.0,1,8.36,GITAM,0,0,0.0,0,89.0,311.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,6.5,MU,0,31,0.0,1,108.0,315.0,4.0
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,8.6,National Institute of Engineering,0,0,0.0,0,102.0,310.0,3.5
University of Texas Dallas,MIS & Related,Spring,2015.0,1,6.7,Dayananda Sagar College of Engineering,0,48,6.0,0,95.0,303.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,8.1,Anna University,0,0,0.0,0,86.0,308.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,8.8,University of Pune,0,0,0.0,0,104.38518463426423,319.0,3.5
University of Texas Dallas,MIS & Related,Fall,2012.0,1,6.5,ITM Gurgaon,0,0,0.0,0,93.0,312.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.4,GNDU,7,7,0.0,0,103.0,315.0,3.5
University of Texas Dallas,MIS & Related,Fall,2014.0,1,6.3,Ramrao Adik Institute of Technology,0,0,0.0,0,101.0,305.0,4.0
University of Texas Dallas,MIS & Related,Fall,2013.0,1,6.9,Jaypee Institute of Information Technology,0,0,0.0,0,104.38518463426423,78.0,4.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,7.5,MVSR,0,0,0.0,0,109.0,317.0,4.5
University of Texas Dallas,Computer Science & Related,Fall,2012.0,1,6.9,University of Pune,0,0,0.0,0,106.0,315.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,9.45,PICT,0,0,0.0,0,97.0,307.0,3.5
University of Texas Dallas,Computer Science & Related,Spring,2013.0,1,8.85,GITAM,0,0,0.0,0,99.0,303.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,8.81,YMCA,0,24,6.0,2,105.0,317.0,3.5
University of Texas Dallas,Computer Science & Related,Summer,2013.0,1,8.43,Andhra University,0,0,0.0,0,104.38518463426423,310.0,3.0
University of Texas Dallas,Computer Science & Related,,,1,8.8,PESIT,0,36,6.0,2,108.0,317.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,8.2,Anna University,0,0,0.0,0,93.0,309.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,8.0,VTU,0,0,0.0,0,107.0,310.0,3.5
University of Texas Dallas,Electrical Engineering & Related,Fall,2015.0,1,9.4,SRM,0,0,0.0,0,90.0,312.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,6.09,Pune University,0,0,0.0,0,101.0,302.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2016.0,1,9.77,University of Mumbai,3,0,2.0,1,113.0,326.0,5.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,8.02,YCCE,0,12,2.0,1,114.0,317.0,4.0
University of Texas Dallas,Computer Science & Related,Fall,2012.0,1,7.77,Biju Patnaik University of Technology,0,0,0.0,0,103.0,315.0,3.5
University of Texas Dallas,Electrical Engineering & Related,Fall,2013.0,1,0.7,SRM,0,0,0.0,0,102.0,301.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,8.05,Gujarat Technological University,0,0,0.0,0,87.0,300.0,3.0
University of Texas Dallas,Mechanical Engineering & Related,Spring,2015.0,1,8.05,NUST,0,0,0.0,0,106.0,317.0,4.0
University of Texas Dallas,MIS & Related,Spring,2013.0,1,8.62,VIT,0,0,0.0,0,103.0,318.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2012.0,1,6.4,University of Pune,0,0,0.0,0,110.0,320.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,6.7,VIT Mumbai University,0,0,0.0,0,105.0,318.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,,1,7.6,Bangalore Institute of Technology,0,0,0.0,0,100.0,313.0,3.5
University of Texas Dallas,MIS & Related,Fall,2014.0,1,8.96,GITAM,0,0,0.0,0,100.0,310.0,4.0
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,8.4,SSN College of Engineering,0,0,0.0,0,115.0,328.0,4.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,6.42,MU,0,0,0.0,0,118.0,323.0,4.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,7.4,Anna University,0,0,0.0,0,115.0,322.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2015.0,1,8.22,SASTRA,0,12,5.0,0,112.0,328.0,4.5
University of Texas Dallas,Electrical Engineering & Related,Fall,2012.0,1,7.5,SVCE,0,0,0.0,0,92.0,299.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,8.8,IIT Allahabad,0,0,0.0,0,102.0,315.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.6,Sree Vidyanikethan Engineering College,0,0,0.0,0,99.0,305.0,3.0
University of Texas Dallas,MIS & Related,Fall,2015.0,1,8.1,RGPV,0,0,12.0,0,113.0,314.0,4.0
University of Texas Dallas,Electrical Engineering & Related,Fall,2013.0,1,8.8,GITAM,0,0,0.0,0,104.38518463426423,302.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,0.91,CEG,0,0,0.0,0,96.0,309.0,4.0
University of Texas Dallas,MIS & Related,Fall,2012.0,1,8.03,SASTRA,0,0,0.0,0,82.0,303.0,2.5
University of Texas Dallas,Computer Science & Related,Fall,2014.0,1,7.45,B.S.A.Crescent Engineering College,0,0,0.0,0,96.0,306.0,3.0
University of Texas Dallas,Electrical Engineering & Related,Fall,2013.0,1,8.2,VTU,0,0,0.0,0,117.0,314.0,4.0
University of Texas Dallas,Computer Science & Related,Fall,2012.0,1,8.36,WBUT,0,0,0.0,0,105.0,305.0,4.0
University of Texas Dallas,Other Engineering & Related,Fall,2015.0,1,8.3,Anna University,0,56,0.0,2,95.0,307.0,3.0
University of Texas Dallas,Computer Science & Related,Spring,2014.0,1,7.51,UPTU,0,0,0.0,0,112.0,311.0,4.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,7.9,VTU,0,0,0.0,0,97.0,305.0,3.0
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,6.43,Fr.C. Rodrigues Institute of Technology Vashi Navi Mumbai,0,0,0.0,0,93.0,303.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2015.0,1,9.74,SRM,0,0,2.0,1,104.0,310.0,3.5
University of Texas Dallas,Computer Science & Related,Fall,2013.0,1,6.5,St Francis Institute of Technology - Mumbai Unversity,0,0,0.0,0,103.0,300.0,3.0
