univName,major_category,term,year,admit,cgpa,ugCollege,researchExp,industryExp,internExp,TotalPublication,toeflScore,greTotal,greA
University of Arizona,MIS & Related,Fall,2015.0,0,6.7,The LNM Institute of Information Technology,0,60,2.0,0,107.0,315.0,3.5
University of Arizona,Computer Science & Related,Fall,2014.0,0,7.6,HNB Garhwal University/G B Pant Engineering College,0,0,0.0,0,101.0,308.0,3.0
University of Arizona,Computer Science & Related,Fall,2014.0,0,6.2,MU,0,0,0.0,0,95.0,311.0,3.0
University of Arizona,MIS & Related,Fall,2013.0,0,6.01,University of Mumbai,0,0,0.0,0,103.0,307.0,3.0
University of Arizona,MIS & Related,Fall,2013.0,0,6.24,Bharati Vidyapeeth,0,0,0.0,0,104.38518463426423,316.0,3.0
University of Arizona,MIS & Related,Fall,2013.0,0,6.51,VTU,0,0,0.0,0,101.0,305.0,3.0
University of Arizona,Computer Science & Related,Fall,2013.0,0,6.2,MU,0,0,0.0,0,106.0,317.0,4.0
University of Arizona,MIS & Related,Fall,2014.0,0,7.83,Biju Patnaik University of Technology,0,48,0.0,0,98.0,303.0,3.0
University of Arizona,Computer Science & Related,Fall,2015.0,0,7.88,Nirma Institute of Technology,0,0,0.0,0,96.0,312.0,3.0
University of Arizona,Computer Science & Related,Fall,2014.0,0,8.01,Anna University,0,0,0.0,0,104.38518463426423,307.0,3.0
University of Arizona,MIS & Related,Fall,2015.0,1,7.8,SRM,0,10,1.0,0,107.0,323.0,4.0
University of Arizona,MIS & Related,Fall,2014.0,0,6.53,Manipal Institue of Technology,0,24,0.0,0,99.0,315.0,3.5
University of Arizona,Computer Science & Related,Fall,2012.0,0,7.5,BSAR Crescent Engineering College,0,0,0.0,0,100.0,310.0,4.0
University of Arizona,MIS & Related,Fall,2012.0,1,7.14,Manipal Institue of Technology,0,0,0.0,0,113.0,326.0,3.5
University of Arizona,MIS & Related,Fall,2013.0,0,6.2,Fr. Conceicao Rodrigues College of Engineering,0,0,0.0,0,105.0,310.0,3.0
University of Arizona,MIS & Related,Fall,2015.0,0,7.93,Kumaun University,0,0,0.0,0,103.0,305.0,3.5
University of Arizona,Computer Science & Related,Fall,2014.0,0,7.52,NIT Durgapur,0,0,0.0,0,98.0,311.0,4.5
University of Arizona,MIS & Related,Fall,2014.0,0,6.03,Shah And anchor Kutchhi Engineering College,0,0,0.0,0,107.0,312.0,3.5
University of Arizona,MIS & Related,Fall,2014.0,0,6.6,Sir MVIT,0,0,0.0,0,89.0,301.0,3.5
University of Arizona,Electrical Engineering & Related,Fall,2013.0,0,7.44,BITS Pilani,0,0,0.0,0,90.0,315.0,2.5
University of Arizona,MIS & Related,Fall,2014.0,1,8.2,Manipal Institue of Technology,0,0,0.0,0,117.0,323.0,5.5
University of Arizona,Electrical Engineering & Related,Fall,2015.0,1,6.37,COEP,0,14,0.0,0,115.0,317.0,3.5
University of Arizona,MIS & Related,Fall,2013.0,0,6.1,MIT Pune University,0,0,0.0,0,105.0,306.0,4.0
University of Arizona,MIS & Related,Fall,2015.0,0,7.2,SRM,0,51,0.0,0,103.0,306.0,3.0
University of Arizona,MIS & Related,Fall,2015.0,1,8.05,IIT Kharagpur,0,0,0.0,0,112.0,321.0,4.0
University of Arizona,Computer Science & Related,Spring,2013.0,1,8.02,VTU,0,0,0.0,0,111.0,317.0,3.0
University of Arizona,MIS & Related,Fall,2014.0,0,8.72,GGITS,0,0,0.0,0,103.0,311.0,3.0
University of Arizona,MIS & Related,Fall,,0,8.25,Rajasthan Technical University,0,24,0.0,0,91.0,300.0,3.0
University of Arizona,MIS & Related,Fall,2012.0,0,6.9,MU,0,0,0.0,0,106.0,307.0,3.5
University of Arizona,Computer Science & Related,Fall,2013.0,0,7.7,Amrita School of Engineering,0,0,0.0,0,102.0,319.0,4.5
University of Arizona,Computer Science & Related,Fall,2013.0,0,7.07,NIT Calicut,0,0,0.0,0,101.0,319.0,3.0
University of Arizona,MIS & Related,Fall,2012.0,0,6.5,ITM Gurgaon,0,0,0.0,0,93.0,312.0,3.0
University of Arizona,Computer Science & Related,Fall,2014.0,1,8.3,SASTRA,0,45,3.0,0,115.0,315.0,4.5
University of Arizona,Computer Science & Related,Fall,2013.0,0,6.8,University of Rajasthan,0,0,0.0,0,107.0,316.0,3.5
University of Arizona,Computer Science & Related,Fall,2013.0,0,8.2,Anna University,0,0,0.0,0,93.0,309.0,3.5
University of Arizona,MIS & Related,Fall,2014.0,0,8.96,GITAM,0,0,0.0,0,100.0,310.0,4.0
University of Arizona,Computer Science & Related,Fall,2013.0,1,7.59,Manipal Institue of Technology,0,0,0.0,0,111.0,323.0,4.5
University of Arizona,Electrical Engineering & Related,Fall,2014.0,0,6.5,MU,0,0,0.0,0,104.0,311.0,3.5
University of Arizona,Computer Science & Related,Fall,2014.0,0,5.8,MU,0,0,0.0,0,93.0,307.0,2.5
University of Arizona,MIS & Related,Fall,2014.0,0,7.3,K.L.C.E,0,0,0.0,0,101.0,85.0,5.0
University of Arizona,MIS & Related,Fall,2014.0,0,7.7,SASTRA,0,49,0.0,0,105.0,302.0,3.0
University of Arizona,MIS & Related,Fall,2014.0,0,5.8,Shivaji University,0,0,0.0,0,104.0,316.0,4.0
University of Arizona,MIS & Related,Summer,2014.0,0,8.8,CSVTU,0,0,0.0,0,104.38518463426423,308.0,3.5
University of Arizona,MIS & Related,Fall,2013.0,0,6.5,VTU,0,0,0.0,0,101.0,312.0,3.0
University of Arizona,Computer Science & Related,Fall,2015.0,1,10.0,Chhatrapati Shahuji Maharaj University Kanpur,0,44,2.0,0,109.0,313.0,4.0
University of Arizona,Computer Science & Related,Fall,2015.0,0,8.9,PICT,0,33,10.0,0,100.0,316.0,4.0
University of Arizona,MIS & Related,Fall,2015.0,0,6.0,University of Mumbai,0,18,4.0,0,102.0,318.0,4.0
Texas A and M University College Station,Computer Science & Related,Fall,2015.0,1,8.97,NITK Surathkal,0,26,3.0,0,109.0,313.0,3.0
Texas A and M University College Station,Mechanical Engineering & Related,Spring,2015.0,1,7.3,JNTU,0,0,0.0,0,112.0,322.0,3.5
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,6.42,TSEC,0,0,0.0,0,108.0,322.0,4.0
Texas A and M University College Station,Civil Engineering & Related,Fall,2013.0,1,8.69,VIT,0,0,0.0,0,104.38518463426423,310.0,3.0
Texas A and M University College Station,Industrial Engineering & Related,Fall,2014.0,1,6.32,BITS Goa,0,48,8.0,0,104.0,320.0,3.0
Texas A and M University College Station,Computer Science & Related,Fall,2013.0,1,8.6,BITS Pilani,0,0,0.0,0,115.0,190.0,4.5
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,9.62,JNTU,0,0,0.0,0,111.0,79.0,4.0
Texas A and M University College Station,Computer Science & Related,Fall,2013.0,1,8.66,Others,0,0,0.0,0,91.0,312.0,3.0
Texas A and M University College Station,Computer Science & Related,Fall,2013.0,1,8.9,Others,0,0,0.0,0,117.0,328.0,4.0
Texas A and M University College Station,Computer Science & Related,Fall,2013.0,1,9.13,NIT Allahabad,0,0,0.0,0,112.0,324.0,4.0
Texas A and M University College Station,Industrial Engineering & Related,Fall,2013.0,1,9.24,NIT,0,0,0.0,0,115.0,325.0,4.0
Texas A and M University College Station,Computer Science & Related,Fall,2014.0,1,7.69,NIT Surathkal,0,45,0.0,0,104.38518463426423,323.0,4.0
Texas A and M University College Station,Civil Engineering & Related,Fall,2014.0,1,7.96,Assam Engineering College,0,0,0.0,0,106.0,316.0,3.5
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,8.1,NIT Karnataka,0,0,0.0,0,110.0,320.0,3.5
Texas A and M University College Station,Civil Engineering & Related,Fall,2013.0,1,8.95,SRM,0,0,0.0,0,109.0,315.0,4.0
Texas A and M University College Station,Electrical Engineering & Related,Fall,2014.0,1,9.12,NIT Rourkela,12,24,4.0,3,111.0,328.0,4.5
Texas A and M University College Station,Computer Science & Related,Fall,2015.0,1,9.29,PES,0,19,2.0,2,108.0,318.0,4.5
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,7.39,NIT Jalandhar,0,0,0.0,0,100.0,322.0,3.5
Texas A and M University College Station,MIS & Related,Fall,2013.0,1,6.43,Atharva College,0,0,0.0,0,116.0,326.0,4.5
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,7.8,NIT Warangal,0,0,0.0,0,107.0,322.0,3.0
Texas A and M University College Station,Electrical Engineering & Related,Fall,2014.0,1,8.5,SRM,0,0,0.0,1,114.0,324.0,4.0
Texas A and M University College Station,Computer Science & Related,Fall,,1,8.4,IIT,0,0,0.0,0,110.0,323.0,4.0
Texas A and M University College Station,Electrical Engineering & Related,Fall,2015.0,1,9.38,NIT Warangal,0,16,3.0,3,112.0,323.0,3.5
Texas A and M University College Station,MIS & Related,Fall,2015.0,1,8.01,NIT Raipur,6,0,0.0,0,110.0,322.0,4.0
Texas A and M University College Station,Mechanical Engineering & Related,Fall,2015.0,1,9.24,NIT-WARANGAL,24,21,2.0,1,111.0,321.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,8.34,NIT Calicut,0,0,0.0,0,112.0,317.0,3.5
Texas A and M University College Station,Electrical Engineering & Related,Fall,2014.0,1,8.52,IIT Kharagpur,0,0,0.0,0,116.0,328.0,4.0
Texas A and M University College Station,Computer Science & Related,Fall,2014.0,1,8.5,IIT Hyderabad,0,0,0.0,0,106.0,316.0,3.0
Texas A and M University College Station,Computer Science & Related,Fall,2015.0,1,9.49,Amrita School of Engineering,2,0,4.0,0,118.0,328.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,8.55,NIT Allahabad,0,0,0.0,0,112.0,332.0,5.0
Texas A and M University College Station,Electrical Engineering & Related,Fall,2013.0,1,7.91,GITAM,0,0,0.0,0,94.0,312.0,3.0
Texas A and M University College Station,MIS & Related,Fall,2013.0,1,7.0,MU,0,0,0.0,0,109.0,83.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2013.0,1,0.39,GGSIPU,0,0,0.0,0,103.0,316.0,3.5
Texas A and M University College Station,MIS & Related,Fall,2011.0,1,7.31,VNIT Nagpur,0,0,0.0,0,113.0,87.0,4.5
Texas A and M University College Station,Industrial Engineering & Related,Fall,2015.0,1,7.95,Guru Gobind Singh Indraprashta University,0,18,3.0,0,98.0,322.0,3.5
Texas A and M University College Station,MIS & Related,Fall,2015.0,1,7.6,Mepco Schlenk Engineering College,0,42,0.0,4,104.38518463426423,317.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2013.0,1,6.33,University of Pune,0,0,0.0,0,112.0,317.0,4.5
Texas A and M University College Station,MIS & Related,Fall,2012.0,1,7.36,Thapar University,0,0,0.0,0,104.38518463426423,314.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2015.0,1,8.01,SDM,0,0,0.0,0,114.0,322.0,3.0
Texas A and M University College Station,Computer Science & Related,Fall,2014.0,1,9.23,PSG College of Technology,0,0,0.0,0,105.0,322.0,3.5
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,6.3,RTM Nagpur University,0,0,0.0,0,107.0,326.0,4.5
Texas A and M University College Station,Computer Science & Related,Fall,2014.0,1,9.42,Nationl Institute of Technology Jamshedpur,0,0,0.0,0,106.0,327.0,4.5
Texas A and M University College Station,Computer Science & Related,Fall,2015.0,1,8.45,IIT BHU,0,0,0.0,0,104.38518463426423,327.0,4.0
Texas A and M University College Station,Industrial Engineering & Related,Fall,2014.0,1,8.39,Chaitanya Bharathi Institute of Technology,0,0,0.0,0,106.0,319.0,3.5
Texas A and M University College Station,Computer Science & Related,Fall,2013.0,1,8.75,BITS Dubai,0,0,0.0,0,109.0,315.0,4.5
Texas A and M University College Station,Computer Science & Related,Fall,2013.0,1,8.26,Jamia Millia Islamia,0,0,0.0,0,107.0,324.0,3.5
Texas A and M University College Station,Chemical Engineering,Fall,2015.0,1,9.1,Panjab University,2,0,2.0,1,115.0,324.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,8.21,SRM,0,0,0.0,0,103.0,320.0,3.5
Texas A and M University College Station,MIS & Related,Fall,2015.0,1,7.42,BIT Mesra,0,24,2.0,0,114.0,328.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2013.0,1,7.13,Pune University,0,0,0.0,0,110.0,78.0,5.5
Texas A and M University College Station,Computer Science & Related,Fall,2013.0,1,8.28,NIT Tirchy,0,0,0.0,0,116.0,324.0,3.0
Texas A and M University College Station,MIS & Related,Fall,2013.0,1,6.61,MU,0,0,0.0,0,111.0,323.0,3.5
Texas A and M University College Station,Industrial Engineering & Related,Fall,2013.0,1,9.03,NIT Tirchy,0,0,0.0,0,118.0,333.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,7.16,ITM Gurgaon,0,0,0.0,0,108.0,82.0,5.0
Texas A and M University College Station,Civil Engineering & Related,Fall,2014.0,1,7.48,GITAM,0,0,0.0,0,112.0,317.0,4.5
Texas A and M University College Station,MIS & Related,Fall,2015.0,1,8.95,SRM,0,18,10.0,1,109.0,312.0,4.0
Texas A and M University College Station,Industrial Engineering & Related,Fall,2013.0,1,8.64,VIT University,0,0,0.0,0,109.0,318.0,3.0
Texas A and M University College Station,Electrical Engineering & Related,Fall,2013.0,1,8.04,BITS Pilani,0,0,0.0,0,115.0,331.0,4.5
Texas A and M University College Station,Computer Science & Related,Fall,2013.0,1,8.27,NIT Calicut,0,0,0.0,0,114.0,319.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2013.0,1,9.12,MU,0,0,0.0,0,109.0,320.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,8.11,NIT Warangal,0,0,0.0,0,105.0,321.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,8.4,Others,0,0,0.0,0,115.0,327.0,4.0
Texas A and M University College Station,Chemical Engineering,Fall,2015.0,1,7.82,NIT Calicut,2,6,0.0,0,101.0,318.0,4.0
Texas A and M University College Station,Civil Engineering & Related,Fall,2014.0,1,7.0,RGPV,0,0,0.0,0,104.38518463426423,316.0,3.0
Texas A and M University College Station,MIS & Related,Fall,2015.0,1,7.8,BIT Durg,0,36,0.0,0,104.0,317.0,3.5
Texas A and M University College Station,MIS & Related,Fall,2013.0,1,7.1,M.I.T Aurangabad,0,0,0.0,0,107.0,316.0,4.0
Texas A and M University College Station,Industrial Engineering & Related,Fall,2014.0,1,7.54,NIT Calicut,0,0,0.0,0,107.0,332.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2013.0,1,6.3,DA-IICT,0,0,0.0,0,110.0,323.0,4.0
Texas A and M University College Station,Industrial Engineering & Related,Fall,2012.0,1,9.0,CEG,0,0,0.0,0,112.0,326.0,5.0
Texas A and M University College Station,Computer Science & Related,Fall,2015.0,1,8.5,BITS Pilani,0,44,12.0,1,107.0,322.0,3.5
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,9.64,Sona College,0,0,0.0,0,112.0,314.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,7.61,University of Kerala,0,0,0.0,0,114.0,80.0,5.5
Texas A and M University College Station,Industrial Engineering & Related,Fall,,1,6.82,school of planning and architecture Vijayawada,0,0,0.0,0,103.0,312.0,3.0
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,8.55,NIT Nagpur,0,0,0.0,0,112.0,88.0,5.0
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,6.67,MU,0,40,0.0,0,104.38518463426423,317.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2011.0,1,6.75,Manipal Institue of Technology,0,0,0.0,0,106.0,85.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2013.0,1,6.85,Pune University,0,0,0.0,0,112.0,318.0,4.5
Texas A and M University College Station,Mechanical Engineering & Related,Fall,2015.0,1,8.2,NITK Surathkal,2,24,6.0,0,112.0,327.0,4.5
Texas A and M University College Station,Industrial Engineering & Related,Fall,2013.0,1,8.31,Anna University,0,0,0.0,0,103.0,318.0,3.0
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,7.3,VTU,0,36,0.0,0,113.0,310.0,4.0
Texas A and M University College Station,Industrial Engineering & Related,Fall,2014.0,1,0.86,Jadavpur University,0,0,0.0,0,115.0,326.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2013.0,1,6.6,Don Bosco Institute of Technology,0,0,0.0,0,100.0,319.0,3.0
Texas A and M University College Station,Civil Engineering & Related,Fall,2013.0,1,9.38,NIT- Surat,0,0,0.0,0,107.0,321.0,3.0
Texas A and M University College Station,MIS & Related,Fall,,1,8.68,BITS Pilani,0,0,0.0,0,116.0,328.0,4.0
Texas A and M University College Station,Computer Science & Related,Fall,2015.0,1,7.5,BIT Mesra,0,30,3.0,1,114.0,323.0,4.5
Texas A and M University College Station,MIS & Related,Fall,2015.0,1,0.78,BIT Mesra,0,18,4.0,0,108.0,320.0,3.0
Texas A and M University College Station,MIS & Related,Fall,2012.0,1,9.2,Anna University,0,0,0.0,0,111.0,313.0,4.0
Texas A and M University College Station,MIS & Related,Fall,,1,8.8,IIIT Allahabad,0,0,0.0,0,108.0,321.0,3.0
Texas A and M University College Station,Computer Science & Related,Fall,2014.0,1,9.72,GITAM,0,0,1.0,0,102.0,321.0,4.0
Texas A and M University College Station,Computer Science & Related,Fall,2013.0,1,8.7,VTU,0,0,0.0,0,105.0,326.0,3.0
Texas A and M University College Station,Computer Science & Related,Fall,2015.0,1,9.7,PESIT,0,0,0.0,0,117.0,333.0,4.0
Texas A and M University College Station,Electrical Engineering & Related,Fall,2015.0,1,9.39,CEG,0,20,0.0,0,107.0,316.0,3.0
Texas A and M University College Station,Chemical Engineering,Fall,2014.0,1,7.57,VNIT Nagpur,0,12,2.0,0,103.0,320.0,4.0
Texas A and M University College Station,Industrial Engineering & Related,Fall,2015.0,1,7.77,NIT Tirchy,0,34,1.0,0,105.0,323.0,3.5
Texas A and M University College Station,Civil Engineering & Related,Fall,2014.0,1,9.27,VIT,0,0,0.0,0,106.0,311.0,3.5
Texas A and M University College Station,Computer Science & Related,Fall,2014.0,1,7.46,NSIT,24,36,0.0,0,108.0,322.0,3.5
Texas A and M University College Station,MIS & Related,Fall,2013.0,1,6.8,AIT,0,0,0.0,0,110.0,318.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2015.0,1,7.06,University of Mumbai,0,0,0.0,2,119.0,323.0,5.0
Texas A and M University College Station,Industrial Engineering & Related,Fall,2015.0,1,7.03,BITS Pilani,15,0,9.0,1,118.0,323.0,4.0
Texas A and M University College Station,Computer Science & Related,Fall,2014.0,1,7.31,MAIT GGSIPU,0,22,5.0,0,110.0,320.0,4.5
Texas A and M University College Station,Computer Science & Related,Fall,,1,7.1,MU,0,0,0.0,0,116.0,334.0,3.5
Texas A and M University College Station,Computer Science & Related,Fall,2013.0,1,9.4,Thapar University,0,0,0.0,0,111.0,323.0,3.5
Texas A and M University College Station,Computer Science & Related,Fall,2015.0,1,8.45,VJTI,0,27,7.0,0,103.0,322.0,3.0
Texas A and M University College Station,Industrial Engineering & Related,Fall,2013.0,1,8.96,CEG,0,0,0.0,0,111.0,321.0,3.5
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,7.93,NIT Warangal,0,0,0.0,0,92.0,320.0,4.0
Texas A and M University College Station,Computer Science & Related,Fall,2013.0,1,9.1,PSG College of Technology,0,0,0.0,0,105.0,319.0,3.5
Texas A and M University College Station,Computer Science & Related,Fall,2014.0,1,9.16,NIT Kurukshetra,0,0,0.0,0,110.0,323.0,3.5
Texas A and M University College Station,MIS & Related,Fall,2013.0,1,7.1,SASTRA,0,0,0.0,0,7.0,79.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2015.0,1,7.5,Bharati Vidyapeeth,0,29,3.0,2,104.0,317.0,3.0
Texas A and M University College Station,Industrial Engineering & Related,Fall,2015.0,1,9.16,MSRIT,0,0,5.0,0,107.0,321.0,4.5
Texas A and M University College Station,Computer Science & Related,Fall,2013.0,1,8.54,IIIT Allahabad,0,0,0.0,0,109.0,318.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,7.0,MU,0,0,0.0,0,113.0,87.0,4.0
Texas A and M University College Station,Mechanical Engineering & Related,Fall,2015.0,1,6.85,LD College of Engineering / Gujarat University,0,53,0.0,0,99.0,313.0,3.5
Texas A and M University College Station,Civil Engineering & Related,Fall,2014.0,1,7.7,VJTI,0,0,0.0,0,114.0,323.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2012.0,1,7.8,Others,0,0,0.0,0,104.0,315.0,3.5
Texas A and M University College Station,Electrical Engineering & Related,Fall,2014.0,1,7.8,Chaitanya Bharathi Institute of Technology,0,0,0.0,0,104.38518463426423,314.0,3.0
Texas A and M University College Station,MIS & Related,Fall,2012.0,1,7.8,Guru Gobind Singh Indraprashta University,0,0,0.0,0,107.0,321.0,5.0
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,8.3,VTU,0,0,0.0,0,102.0,316.0,3.5
Texas A and M University College Station,Industrial Engineering & Related,Fall,2014.0,1,8.81,VIT,0,0,0.0,0,107.0,314.0,4.0
Texas A and M University College Station,Computer Science & Related,Fall,2014.0,1,9.42,BMSCE,0,22,3.0,0,93.0,311.0,3.0
Texas A and M University College Station,Computer Science & Related,Fall,2015.0,1,7.4,VTU,0,0,1.0,0,114.0,321.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,7.45,Osmania University,0,0,0.0,0,112.0,317.0,4.0
Texas A and M University College Station,Computer Science & Related,Fall,2015.0,1,7.34,Walchand College Of Engineering,0,29,0.0,0,105.0,319.0,3.0
Texas A and M University College Station,Computer Science & Related,Fall,2014.0,1,8.92,JNTU,0,0,0.0,0,119.0,330.0,4.5
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,8.0,UPTU,0,0,0.0,0,104.38518463426423,318.0,4.0
Texas A and M University College Station,Computer Science & Related,Fall,2015.0,1,8.2,GGSIPU,0,41,0.0,2,117.0,325.0,5.0
Texas A and M University College Station,MIS & Related,Fall,,1,8.01,Anna University,0,0,0.0,0,107.0,318.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,9.12,Rajasthan Technical University,0,0,0.0,0,104.0,80.0,5.0
Texas A and M University College Station,MIS & Related,Fall,2011.0,1,7.76,NIT Allahabad,0,0,0.0,0,108.0,82.0,5.0
Texas A and M University College Station,MIS & Related,Fall,2015.0,1,7.97,Bharati Vidyapeeth,0,0,0.0,0,108.0,323.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2013.0,1,7.62,Goa University,0,0,0.0,0,117.0,315.0,4.0
Texas A and M University College Station,Computer Science & Related,Fall,2015.0,1,8.8,univ of kerala,0,0,0.0,0,113.0,321.0,4.0
Texas A and M University College Station,Industrial Engineering & Related,Fall,,1,0.83,KLUNIVERSITY,0,0,0.0,0,110.0,317.0,3.5
Texas A and M University College Station,MIS & Related,Fall,2013.0,1,6.1,MU,0,0,0.0,0,106.0,319.0,3.5
Texas A and M University College Station,Computer Science & Related,Fall,2015.0,1,8.72,NIT Tirchy,0,34,2.0,0,116.0,323.0,4.0
Texas A and M University College Station,Computer Science & Related,Fall,2013.0,1,8.7,Zhejiang University,0,0,0.0,0,112.0,323.0,3.0
Texas A and M University College Station,Civil Engineering & Related,Fall,2015.0,1,9.22,NITK Surathkal,10,0,3.0,4,112.0,325.0,5.0
Texas A and M University College Station,Industrial Engineering & Related,Fall,2014.0,1,7.71,IIT Roorkee,0,0,0.0,0,116.0,320.0,3.5
Texas A and M University College Station,Computer Science & Related,Fall,2013.0,1,6.88,University of Pune,0,0,0.0,0,105.0,313.0,4.0
Texas A and M University College Station,Computer Science & Related,Fall,2013.0,1,8.17,IT BHU,0,0,0.0,0,117.0,330.0,4.5
Texas A and M University College Station,MIS & Related,Fall,2013.0,1,6.0,Ramrao Adik Institute of Technology,0,0,0.0,0,110.0,321.0,4.5
Texas A and M University College Station,Computer Science & Related,Fall,2014.0,1,8.15,JNTU,0,48,0.0,0,111.0,327.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,9.93,JNTU,0,0,0.0,0,7.0,324.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2015.0,1,8.46,Anna University,0,24,0.0,0,109.0,314.0,3.5
Texas A and M University College Station,MIS & Related,Fall,2015.0,1,9.37,NIT Silchar,0,24,0.0,0,109.0,319.0,3.5
Texas A and M University College Station,Computer Science & Related,Fall,2014.0,1,7.58,BITS Pilani,18,0,12.0,4,116.0,325.0,3.5
Texas A and M University College Station,Industrial Engineering & Related,Fall,2014.0,1,7.4,IIT Roorkee,0,10,0.0,0,100.0,321.0,3.5
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,8.72,Manipal Institue of Technology,0,0,0.0,0,104.0,320.0,3.0
Texas A and M University College Station,Electrical Engineering & Related,Spring,2013.0,1,8.7,GITAM,0,0,0.0,0,104.38518463426423,315.0,4.0
Texas A and M University College Station,Industrial Engineering & Related,Fall,2014.0,1,8.38,NIT Tirchy,0,0,0.0,0,113.0,328.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2015.0,1,0.0,MU,0,57,0.0,0,110.0,326.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2015.0,1,9.73,Manipal Institue of Technology,0,19,0.0,0,117.0,326.0,3.5
Texas A and M University College Station,Electrical Engineering & Related,Fall,2013.0,1,9.27,CEG,0,0,0.0,0,113.0,325.0,4.0
Texas A and M University College Station,Industrial Engineering & Related,Spring,2016.0,1,8.32,Siddaganga Institue of Technology,0,2,3.0,0,108.0,319.0,4.0
Texas A and M University College Station,Computer Science & Related,Fall,2015.0,1,8.9,NIT Karnataka,0,21,5.0,0,119.0,331.0,4.0
Texas A and M University College Station,Computer Science & Related,Fall,2012.0,1,7.7,Vietnam National U,0,0,0.0,0,102.0,320.0,3.5
Texas A and M University College Station,MIS & Related,Fall,2013.0,1,6.4,University of Mumbai,0,0,0.0,0,116.0,314.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2014.0,1,6.95,NIT Warangal,0,0,0.0,0,117.0,331.0,4.0
Texas A and M University College Station,Industrial Engineering & Related,Fall,2015.0,1,8.93,VIT,0,29,0.0,0,107.0,319.0,3.5
Texas A and M University College Station,MIS & Related,Fall,2011.0,1,6.6,University of Mumbai,0,0,0.0,0,100.0,80.0,4.5
Texas A and M University College Station,Electrical Engineering & Related,Fall,2015.0,1,8.23,NIT Warangal,0,51,3.0,0,104.38518463426423,314.0,3.0
Texas A and M University College Station,MIS & Related,Fall,2015.0,1,6.9,MU,0,19,0.0,0,105.0,322.0,4.5
Texas A and M University College Station,Industrial Engineering & Related,Spring,2016.0,1,7.75,Kalinga Institute of Industrial Technology,0,15,0.0,0,104.0,315.0,3.0
Texas A and M University College Station,Computer Science & Related,Fall,2012.0,1,0.75,NIE,0,0,0.0,0,109.0,318.0,4.0
Texas A and M University College Station,Industrial Engineering & Related,Fall,2014.0,1,6.2,GEC,0,36,0.0,0,99.0,322.0,3.0
Texas A and M University College Station,MIS & Related,Fall,2011.0,1,8.3,Jaypee Institute of Information Technology,0,0,0.0,0,107.0,83.0,5.0
Texas A and M University College Station,Computer Science & Related,Fall,2013.0,1,8.66,SSN College of Engineering,0,0,0.0,0,102.0,315.0,3.5
Texas A and M University College Station,Computer Science & Related,Fall,2014.0,1,8.88,NIT Warangal,0,36,3.0,0,105.0,323.0,3.5
Texas A and M University College Station,Civil Engineering & Related,Spring,2014.0,1,7.5,Swarna Bharathi College of Engineering,0,0,0.0,0,6.0,300.0,4.0
Texas A and M University College Station,MIS & Related,Fall,2012.0,1,7.8,SSN College of Engineering,0,0,0.0,0,107.0,325.0,4.0
